GOID,Topic
2189892121,8
2193424911,1
2198903555,4
2200115920,7
2201504408,3
2201477669,0
2202988471,6
2204106873,0
2207727380,6
2214844636,0
2214907100,6
2216623242,0
2220544038,0
2221082589,0
2221083211,0
2223060794,4
2241860699,7
2246604835,3
2254268567,3
2256030856,0
2257466370,0
2259180341,1
2263097776,7
2263094075,0
2268126559,3
2268235582,4
2272144547,1
2272146653,2
2272144555,2
2272051812,7
2272146674,1
2272604527,4
2273617949,0
2282342662,7
2274938578,0
2277233913,1
2278367268,0
2280955710,7
2280955776,3
2282208312,4
2282207932,4
2282733956,1
2284805719,3
2285549358,4
2286688303,0
2286698486,1
2287350078,0
2287294782,4
2289924229,4
2290185351,7
2290188538,4
2291841568,4
2294332965,0
2295921625,6
2297043064,5
2297030964,5
2298701182,4
2298704016,3
2300505425,8
2301035565,1
2305355947,1
2307585349,3
2307587349,3
2309576012,4
2311877580,0
2313111419,4
2315394930,3
2315477269,0
2316689863,1
2319910150,8
2320602949,8
2322962461,0
2323300364,4
2327747763,6
2329067843,1
2330268323,4
2331008584,8
2331185929,0
2331543689,0
2336152143,5
2341997168,0
2346115819,3
2352346820,0
2353886315,5
2353886319,0
2356411425,0
2364902371,8
2377007349,6
2387178467,8
2388272662,1
2389103360,3
2392217786,4
2392874505,4
2395086911,0
2400146358,4
2400879673,5
2409479048,4
2409449958,4
2410029382,4
2412671165,6
2420026057,4
2420033344,3
2420464579,6
2423824006,8
2424314572,1
2424849769,8
2430290701,0
2440245855,0
2440245895,5
2444812759,3
2445853152,5
2445853167,5
2447188614,8
2448240868,3
2449615503,7
2451284765,5
2453878451,1
2455680257,1
2455710164,6
2455678514,1
2456037102,4
2456037063,7
2456213463,6
2456694319,8
2458893102,0
2460891078,1
2461184654,1
2467776872,7
2470136205,1
2470161804,0
2470183150,1
2470839252,4
2471961311,7
2472748774,7
2478179988,4
2479333049,1
2479502323,0
2480558970,0
2480559024,4
2490777564,0
2491783957,3
2493898775,3
2494068184,0
2495035670,4
2495269046,4
2496414260,1
2496915480,0
2496937242,2
2496915277,1
2496764425,5
2497934240,0
2501339599,4
2501397285,4
2506197428,0
2506126726,8
2513751400,8
2532415400,4
2535396326,8
2535646935,8
2537060889,1
2537027780,1
2545859124,5
2546769836,5
2546422949,0
2548321180,8
2548937065,1
2551393935,0
2553132876,3
2553440942,5
2554184408,8
2555257560,7
2556172398,0
2556594573,8
2559549080,0
2563604436,0
2567810239,1
2577251825,0
2577619240,0
2577619249,2
2577639479,0
2577582327,0
2580633297,4
2581131491,8
2582906828,2
2585001986,4
2586332283,4
2587588415,1
2597402555,0
2597620690,0
2597971551,0
2604699874,8
2609900416,3
2613702743,8
2618807785,0
2619347265,0
2622890450,3
2626095390,3
2627306737,1
2627269674,5
2628017425,6
2630547628,0
2634290967,0
2637914790,0
2638202282,1
2646063117,8
2646874977,6
2648623226,6
2648623725,1
2648802480,0
2648795024,3
2649168021,3
2649879012,7
2653072174,0
2653300320,8
2653421174,1
2659460172,0
2663154206,0
2664703304,8
2666761730,3
2670763538,5
2676635453,4
2676765605,4
2676765559,0
2677352511,4
2678157644,4
2679033869,0
2680020703,1
2684857224,5
2684857264,2
2684887502,6
2690047122,5
2692489208,7
2692570518,4
2696541373,5
2699016363,4
2702388701,0
2702628530,4
2703195187,5
2703299434,4
2703195162,5
2713129425,5
2713858443,0
2715178876,5
2716809392,1
2721167659,6
2723532711,0
2727117056,0
2728318926,0
2728375429,0
2728342612,0
2729292111,0
2731616452,1
2733387668,1
2737315835,0
2740786252,3
2748090308,1
2755985443,4
2756010080,4
2755982589,1
2756552830,0
2759133729,0
2769538209,1
2771842657,5
2774028177,1
2774744430,3
2777534100,0
2779497767,0
2779644895,0
2782849035,1
2782860878,1
2786680519,3
2787058376,5
2790716536,0
2790716490,5
2791065261,0
2791076579,8
2793301252,5
2795865446,0
2798489114,3
2801868799,4
2802235238,4
2805293307,0
2806330505,1
2810767772,3
2816881340,1
2818548370,0
2820797826,8
2820873829,8
2821498845,7
2821779482,5
2825337291,3
2828104508,8
2828158469,1
2828266640,1
2829358557,0
2831916070,8
2833393401,0
2840468233,3
2844002365,3
2844475271,0
2847191112,3
2854688388,4
2856692176,0
2857174416,0
2857512200,3
2857489361,0
2865980483,1
2869108114,3
2869474104,4
2870653524,8
2873070967,6
2873102498,6
2873070970,6
2874707361,3
2876184193,4
2875675166,5
2876231750,4
2877671818,6
2877619306,3
2881058421,0
2881058336,0
2884031992,5
2886491790,7
2895100508,7
2895067786,0
2897290349,3
2898162467,8
2899297523,7
2899187968,0
2907067403,2
2910836498,-1
2915859696,4
2924130847,0
2928403245,0
2928460562,0
2950004656,0
2956953018,4
2956989066,4
2957811574,0
2957800406,0
2968693213,7
2973837161,0
3013957259,6
3013910310,1
3014685405,3
3031495978,3
3033743954,3
3042781635,5
3043648031,6
3047717767,0
3048209688,1
3052360760,6
3052302981,6
3052946466,7
3058399449,5
3059696845,0
3063993812,3
3068678970,3
3071609417,0
3071657061,0
3072377638,4
3073757042,4
3076466230,4
3076496255,4
3077563439,1
3083310915,0
3089715521,5
3092494117,0
3092494101,4
3092528525,7
3094962204,3
3095293595,1
3097998996,0
3098046641,0
3099222576,8
3101423811,1
3101745617,0
3113891172,0
3116822376,3
3118391439,0
3122848511,0
3123450741,6
3124897522,7
3126453937,4
3129913363,0
3129879523,0
3131653482,0
3132207645,7
3134253340,1
3135002054,1
3142728499,0
3142750210,0
3143171887,1
3144225815,0
3150957152,4
3151029379,7
3151314524,0
3152795299,1
3157797287,4
3157771197,4
3159018642,6
3158987116,3
3159027659,3
3160217238,4
3160238312,1
3160237960,4
3160679679,1
3162456419,3
3162683230,3
3164891757,3
3164891743,0
3165249518,1
3167856130,0
3172022968,5
3172028989,8
3173189397,4
3174664917,7
3174558655,0
3175465512,0
3177294959,8
3177998666,1
3177979502,0
3180286398,3
3188580519,4
3188542719,0
3188964023,4
3190964392,5
3190950946,1
3191273013,3
3191547053,2
3191665713,6
3191502560,3
3191502561,1
3191723262,6
3191763592,0
3192151937,0
3192449459,4
3194369343,4
3195983994,6
3199653832,5
3203037917,4
3205315667,4
3211748540,8
3213666538,4
3214008411,0
3216113110,3
3219129598,0
3219157308,0
3219157342,0
3222899267,3
3226023640,6
3228154286,4
3228184861,4
3231044161,4
3231344843,1
3233887628,4
3236297050,7
3240068323,0
3240146889,0
3240209231,0
3240376744,1
3240554063,0
3242197113,0
3242367886,3
3242894785,0
3243230459,7
3244649964,3
3253194937,3
3255012074,0
3259406171,0
3260124439,7
3261349065,3
